	date	site	depth	depthtype	Library	Sequences	depth_m	monthyear	yearmonth	prehurricane	disease	disturbance	temp	salinity	npoc	tn	po4	no2no3	silicate	no2	nh4	Chl	Phaeo	pro	syn	peuk	hbact	BleachCoral	CCA	CYAN	DiseasedCoral	HardCoral	Macroalgae	Other	Ramicrusta	SoftCoral	Sponge	Substrate	TurfAlgae	is.neg
USVI120	2016-10-28	Booby Rock	Benthic	benthic	L2	51366	14.4	2016October	2016-10	Yes	No	historic	29.46	35.69	91.761	5.883	0.032	0.0747	1.3782	0.0146	0.0263	0.37	NA	40008	97228	2278	761808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
505	2017-11-30	Tektite	Benthic	benthic	F2	50875	9.1	2017November	2017-11	No	No	hurricane	NA	NA	76.988	7.067	0.1834	0.2144	2.3705	0.0646	0.2272	0.24863191	0.11346144	35030	37280	1209	512438	0.01	0.04	0	0	0.285	0.33166667	0.04	0	0.03	0.08166667	0.2133333	0.0225	FALSE
USVI25	2016-06-10	Yawzi	Benthic	benthic	L2	62232	9.39	2016June	2016-06	Yes	No	historic	29.62	36.44	81.444	5.114	0.0369	0.0223	1.0212	-0.001	-0.0004	0.106	NA	79249	51623	1202	649842	0	0.04666667	0.01	0	0.15285714	0.24857143	0.02	0	0.04333333	0.055	0.4671429	0.06	FALSE
1134	2022-06-27	Yawzi	Benthic	benthic	F2	50866	11.5	2022June	2022-06	No	Yes	disease	NA	NA	71.1	4.1	0.08	0	0.9	0.01	0.42	0.28986825	0.14404241	NA	NA	NA	NA	0.01	0.025	0.035	0	0.08	0.336	0.0425	0.108	0.034	0.0475	0.226	0.145	FALSE
439	2017-11-27	Ram Head	Surface	surface	H2	44204	0.5	2017November	2017-11	No	No	hurricane	NA	NA	77.294	8.907	0.1743	0.1968	2.2884	0.0329	0.1561	NA	NA	34495	40247	773	540591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
366	2017-07-28	Cocoloba	Surface	surface	F2	57363	0.5	2017July	2017-07	Yes	No	historic	29.53	35	75.656	8.305	0.1583	0.4333	1.7592	0.008	0.1467	NA	NA	76359	37448	2363	749419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
591	2018-04-13	Cocoloba	Benthic	benthic	G2	83639	6.4	2018April	2018-04	No	No	hurricane	27.28	36.55	76.8	6.45	0.2565	0.0241	2.2142	0.0472	0.5774	0.18406232	0.12607262	27731	60398	3136	455822	0	0	0	0	0.1	0.49333333	0	0	0.04	0.01	0.3016667	0.15333333	FALSE
659	2018-11-06	Dittlif	Benthic	benthic	G2	55998	8.5	2018November	2018-11	No	No	hurricane	28.51	33.09	84.409	2.087	0.1639	1.2273	2.7459	0.0329	0.1074	0.2700745	0.20727721	45464	57248	1645	487125	0	0.02	0.01	0	0.11333333	0.355	0.01666667	0.02	0.05666667	0.04	0.3983333	0.04	FALSE
486	2017-11-29	Yawzi	Surface	surface	F2	50737	0.5	2017November	2017-11	No	No	hurricane	28.22	34.78	81.739	6.867	0.1672	0.2018	2.4951	0.0307	0.1354	NA	NA	55069	115228	1308	827423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1011	2021-10-21	Dittlif	Surface	surface	H2	51375	0.5	2021October	2021-10	No	Yes	disease	29.78607	34.89662	71.5	8.6	0.08	0.4	1.9	0.04	0.33	NA	NA	11384	64367	2062	754000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI92	2016-06-12	Booby Rock	Surface	surface	L2	51893	0.5	2016June	2016-06	Yes	No	historic	28.62	36.34	81.693	4.97	0.0235	0.1008	1.5167	0.0022	0.0919	0.16	NA	93698	33244	1392	634627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI55	2016-06-11	Dittlif	Benthic	benthic	L2	36603	7.53	2016June	2016-06	Yes	No	historic	28.64	36.49	76.968	5.124	0.034	0.2082	1.4286	0.0277	0.074	0.481	NA	29616	18872	900	487533	0	0	0	0	0.125	0.30833333	0.0325	0	0.04333333	0.01666667	0.4933333	0	FALSE
564	2018-04-12	Europa	Surface	surface	G2	44297	0.5	2018April	2018-04	No	No	hurricane	27.68	36.53	74.139	6.314	0.164	0.0746	1.4228	0.0254	0.1419	NA	NA	30277	77189	914	586505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
635	2018-11-06	Sand patch	Surface	surface	G2	61056	0.5	2018November	2018-11	No	No	hurricane	28.59	33.13	85.145	4.682	0.13	0.0455	3.465	-0.0133	-0.0083	NA	NA	129488	58950	1645	965391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI61	2016-06-11	Cocoloba	Surface	surface	L2	50761	0.5	2016June	2016-06	Yes	No	historic	28.65	36.44	69.169	4.856	0.0296	0.0768	1.2248	0.0178	0.0115	0.167	NA	64856	45788	1716	688697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
459	2017-11-28	Dittlif	Benthic	benthic	F2	50986	7.9	2017November	2017-11	No	No	hurricane	28.13	34.64	72.123	8.56	0.1556	0.3795	2.4712	0.0346	0.0897	0.15852199	0.12018661	63056	30642	703	482288	0.01	0.02	0	0	0.17666667	0.25666667	0.02	0	0.045	0.0325	0.3316667	0.14833333	FALSE
593	2018-04-13	Joels Shoal	Surface	surface	F2	52745	0.5	2018April	2018-04	No	No	hurricane	27.2	36.52	76.547	6.218	0.1771	0.0413	1.2645	0.0259	0.0743	NA	NA	28997	86414	1378	569236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1149	2022-06-27	Tektite	Surface	surface	G2	76713	0.5	2022June	2022-06	No	Yes	disease	NA	NA	76	4.6	0.09	0	0.5	0.01	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI58	2016-06-11	Dittlif	Benthic	benthic	L2	39052	7.53	2016June	2016-06	Yes	No	historic	28.64	36.49	75.04	4.89	0.0386	0.2	1.4282	0.029	0.0932	0.481	NA	35438	16495	675	481739	0	0	0	0	0.125	0.30833333	0.0325	0	0.04333333	0.01666667	0.4933333	0	FALSE
586	2018-04-13	Joels Shoal	Benthic	benthic	F2	44817	14.33	2018April	2018-04	No	No	hurricane	27.16	36.52	75.026	6.087	0.1892	0.0621	1.4236	0.0262	0.3553	0.16184049	0.09226256	40880	74686	1069	533756	0	0	0.03	0.01	0.15666667	0.11333333	0.062	0.08333333	0.19666667	0.09333333	0.195	0.11	FALSE
345	2017-07-26	Sand patch	Surface	surface	H2	60162	0.5	2017July	2017-07	Yes	No	historic	28.99	35.03	89.978	7.572	0.1636	0.1936	1.9333	0.0236	0.0976	NA	NA	84178	48248	1716	658167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
658	2018-11-06	Cocoloba	Benthic	benthic	F2	57640	4	2018November	2018-11	No	No	hurricane	28.52	33.1	77.832	3.872	0.1497	0.9724	2.0749	0.0295	0.0493	0.2256113	0.1810908	34861	46069	1744	413845	0	0.01	0.065	0	0.04333333	0.64333333	0.01	0.015	0.018	0.016	0.2516667	0	FALSE
444	2017-11-27	Booby Rock	Benthic	benthic	G2	44450	12.7	2017November	2017-11	No	No	hurricane	NA	NA	86.673	10.853	0.1579	0.0871	2.6131	0.0192	0.0335	0.23108218	0.11415364	64181	43481	844	647508	0.03	0	0	0.01	0.13166667	0.085	0.03833333	0	0.34	0.025	0.3833333	0.36333333	FALSE
247	2017-03-25	Booby Rock	Surface	surface	G2	42488	0.5	2017March	2017-03	Yes	No	historic	26.53	36.78	72.611	6.411	0.1737	0.2752	1.2054	0.0293	0.133	NA	NA	25439	50920	1097	488770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1118	2022-06-25	Joels Shoal	Benthic	benthic	G2	46852	11.3	2022June	2022-06	No	Yes	disease	NA	NA	114.3	5.6	0.08	0.3	0.4	0.03	0.4	0.22025059	0.08894268	NA	NA	NA	NA	0.01	0.06	0.03	0	0.05	0.17	0.07333333	0.2225	0.135	0.09	0.12	0.1575	FALSE
1158	2022-06-29	Europa	Surface	surface	G2	57450	0.5	2022June	2022-06	No	Yes	disease	NA	NA	105.4	5	0.08	0	0.1	0	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
